request_id,request_type,contention_str,computation_delay,propagation_delay,transmission_delay,queueing_delay,total_latency,message_size_kb,end_to_end_latency
40,d,d,0.002386,0.019100,0.018500,9.514648,39.986326,23.0,49.500975
41,p,pd,0.004022,0.013550,0.022000,35.085449,39.571770,8.0,74.657219
42,p,p,0.004020,0.004200,0.018500,62.082031,26.720020,13.0,88.802051
43,d,dp,0.002465,0.005200,0.021500,72.592041,29.164527,7.0,101.756568
44,d,ddp,0.002502,0.004950,0.020000,87.104004,27.451721,10.0,114.555725
45,s,sdd,0.018511,0.006000,0.020000,7.006104,44.510933,16.0,51.517037
46,s,ssd,0.018735,0.004800,0.022000,20.017822,45.534503,58.0,65.552325
47,d,dss,0.002842,0.004550,0.022000,32.739014,29.391765,7.0,62.130779
48,d,ds,0.002343,0.011000,0.018500,45.259521,31.842696,4.0,77.102217
49,p,p,0.004020,0.006350,0.019200,68.529053,29.570020,15.0,98.099073
50,s,sp,0.018754,0.004000,0.019200,9.511230,41.953690,40.0,51.464921
51,p,pspd,0.004022,0.014900,0.018500,37.514648,37.421770,4.0,74.936418
52,p,p,0.004020,0.005850,0.021500,67.428711,31.370020,14.0,98.798731
53,p,pp,0.004022,0.005550,0.018500,92.948242,28.071770,10.0,121.020012
54,p,p,0.004020,0.005000,0.018500,133.463379,27.520020,13.0,160.983399
55,p,p,0.004020,0.004400,0.021500,20.526855,29.920020,7.0,50.446875
56,d,dp,0.002465,0.045800,0.020000,39.769043,68.264527,11.0,108.033570
57,s,s,0.023128,0.007400,0.021500,56.349609,52.028351,20.0,108.377960
58,p,ps,0.004022,0.005100,0.018500,82.886230,27.621770,13.0,110.508000
59,p,p,0.004020,0.004550,0.019200,116.450928,27.770020,20.0,144.220948
60,d,d,0.002386,0.019500,0.019200,8.003906,41.086326,17.0,49.090232
61,s,s,0.023128,0.005400,0.018500,18.546387,47.028351,44.0,65.574738
62,d,dsd,0.002613,0.031550,0.022000,34.106201,56.162824,8.0,90.269025
63,d,ddsd,0.002653,0.087500,0.020000,43.613037,110.153355,14.0,153.766392
64,s,ss,0.018821,0.004350,0.022000,54.617676,45.170769,29.0,99.788445
65,s,ss,0.018821,0.006050,0.019200,8.999023,44.070769,45.0,53.069792
66,s,sdds,0.018154,0.035500,0.019200,21.516846,72.853743,37.0,94.370589
67,d,dssp,0.002732,0.067450,0.021500,31.120361,91.681735,7.0,122.802096
68,d,ds,0.002343,0.004050,0.022000,41.639648,28.392696,6.0,70.032344
69,p,pd,0.004022,0.013500,0.020000,66.369629,37.521770,14.0,103.891399
70,s,sp,0.018754,0.004150,0.021500,11.516357,44.403690,51.0,55.920048
71,p,ps,0.004022,0.005600,0.022000,37.594238,31.621770,23.0,69.216008
72,d,dp,0.002465,0.009450,0.021500,63.194824,33.414527,10.0,96.609352
73,d,d,0.002386,0.028000,0.018500,75.584473,48.886326,13.0,124.470799
74,p,p,0.004020,0.007850,0.019200,99.125000,31.070020,20.0,130.195020
75,d,dp,0.002465,0.013900,0.021500,10.999512,37.864527,8.0,48.864039
76,d,d,0.002386,0.004550,0.018500,25.760010,25.436326,19.0,51.196336
77,s,sd,0.018668,0.007500,0.018500,37.766846,44.667773,55.0,82.434619
78,s,s,0.023128,0.005350,0.020000,51.274414,48.478351,49.0,99.752765
79,d,ds,0.002343,0.004350,0.020000,61.789551,26.692696,15.0,88.482246
80,d,ddsd,0.002653,0.027650,0.019200,6.523193,49.503355,21.0,56.026548
81,d,dds,0.002685,0.009450,0.021500,17.037109,33.635303,18.0,50.672412
82,s,sdds,0.018154,0.034350,0.018500,25.565430,71.003743,52.0,96.569173
83,s,ssds,0.018930,0.015400,0.020000,40.573730,54.330221,42.0,94.903951
84,p,psd,0.004022,0.024800,0.018500,61.928711,47.321770,9.0,109.250481
85,p,pds,0.004022,0.088950,0.018500,24.530518,111.471770,15.0,136.002288
86,p,p,0.004020,0.016750,0.018500,46.576416,39.270020,5.0,85.846436
87,s,s,0.023128,0.024300,0.021500,60.611084,68.928351,33.0,129.539435
88,d,dsps,0.002950,0.010650,0.022000,73.583984,35.600186,5.0,109.184170
89,p,p,0.004020,0.005600,0.022000,101.095215,31.620020,22.0,132.715235
90,p,pp,0.004022,0.012100,0.022000,16.798828,38.121770,13.0,54.920598
91,p,p,0.004020,0.004800,0.020000,50.514648,28.820020,4.0,79.334668
92,p,pp,0.004022,0.006750,0.021500,76.150146,32.271770,12.0,108.421916
93,p,p,0.004020,0.109000,0.020000,104.672607,133.020020,21.0,237.692627
94,d,dp,0.002465,0.015150,0.020000,116.667236,37.614527,21.0,154.281764
95,d,ddp,0.002502,0.056950,0.020000,8.003418,79.451721,5.0,87.455139
96,d,d,0.002386,0.004550,0.021500,17.520264,28.436326,18.0,45.956590
97,p,pd,0.004022,0.005450,0.019200,38.535156,28.671770,22.0,67.206926
98,s,sp,0.018754,0.005900,0.018500,58.573486,43.153690,52.0,101.727177
99,d,d,0.002386,0.004700,0.019200,73.207031,26.286326,12.0,99.493357
100,s,sspd,0.018192,0.051900,0.022000,8.397705,92.091934,57.0,100.489639
101,d,ds,0.002343,0.014200,0.021500,18.906494,38.042696,5.0,56.949190
102,p,p,0.004020,0.009450,0.018500,39.937988,31.970020,6.0,71.908008
103,s,spdp,0.017821,0.085550,0.020000,61.006348,123.370882,57.0,184.377230
104,p,p,0.004020,0.011450,0.021500,83.513184,36.970020,23.0,120.483204
105,s,spds,0.018151,0.094350,0.018500,7.000488,131.000699,40.0,138.001188
106,s,s,0.023128,0.005700,0.018500,18.006104,47.328351,38.0,65.334455
107,s,ss,0.018821,0.048550,0.019200,36.524170,86.570769,23.0,123.094939
108,s,ss,0.018821,0.004400,0.019200,48.053467,42.420769,38.0,90.474236
109,s,sssp,0.018690,0.090100,0.021500,60.062744,130.289656,27.0,190.352400
110,d,dss,0.002842,0.009500,0.019200,8.002197,31.541765,4.0,39.543963
111,s,sds,0.018566,0.007500,0.018500,19.812744,44.566086,53.0,64.378830
112,s,ssds,0.018930,0.020700,0.019200,32.334229,58.830221,59.0,91.164449
113,p,ps,0.004022,0.004450,0.022000,55.843994,30.471770,9.0,86.315764
114,s,sp,0.018754,0.005750,0.018500,72.364502,43.003690,17.0,115.368192
115,s,sss,0.019288,0.015700,0.022000,8.515869,56.988093,61.0,65.503962
116,p,ps,0.004022,0.004900,0.022000,37.524658,30.921770,4.0,68.446428
117,p,pp,0.004022,0.007250,0.020000,80.098145,31.271770,16.0,111.369915
118,p,ps,0.004022,0.057550,0.022000,108.145996,83.571770,7.0,191.717766
119,d,d,0.002386,0.004500,0.022000,121.673584,28.886326,18.0,150.559910
120,d,dd,0.002426,0.006500,0.021500,8.991211,30.425904,14.0,39.417115
121,d,dd,0.002426,0.037100,0.018500,23.326660,58.025904,7.0,81.352564
122,p,p,0.004020,0.005200,0.022000,44.022705,31.220020,12.0,75.242725
123,s,sp,0.018754,0.020600,0.022000,62.509766,61.353690,37.0,123.863456
124,d,dsp,0.002685,0.014500,0.022000,73.331543,39.184647,20.0,112.516190
125,s,sdsp,0.018148,0.009750,0.021500,6.528809,49.398415,57.0,55.927224
126,s,ssds,0.018930,0.034600,0.022000,19.046387,75.530221,49.0,94.576607
127,p,psss,0.004434,0.010650,0.019200,46.074463,34.284040,23.0,80.358503
128,d,dpds,0.002826,0.062250,0.019200,70.594971,84.275553,10.0,154.870523
129,p,ps,0.004022,0.076100,0.021500,97.117920,101.621770,16.0,198.739690
130,d,d,0.002386,0.005650,0.022000,9.204102,30.036326,23.0,39.240428
131,p,pd,0.004022,0.004200,0.019200,35.709961,27.421770,7.0,63.131731
132,p,pp,0.004022,0.004700,0.020000,62.736084,28.721770,21.0,91.457854
133,p,p,0.004020,0.013050,0.019200,92.254883,36.270020,14.0,128.524903
134,s,s,0.023128,0.004200,0.022000,106.765869,49.328351,59.0,156.094220
135,p,p,0.004020,0.019650,0.018500,17.509766,42.170020,8.0,59.679786
136,s,sp,0.018754,0.043750,0.020000,40.033447,82.503690,44.0,122.537138
137,p,ps,0.004022,0.020750,0.021500,63.552734,46.271770,15.0,109.824504
138,d,d,0.002386,0.004800,0.020000,78.065674,27.186326,19.0,105.252000
139,d,dd,0.002426,0.004050,0.020000,91.062500,26.475904,8.0,117.538404
140,s,sdd,0.018511,0.004850,0.022000,9.003906,45.360933,39.0,54.364839
141,d,dss,0.002842,0.034250,0.019200,24.245361,56.291765,15.0,80.537127
142,d,ds,0.002343,0.006050,0.018500,34.824707,26.892696,18.0,61.717403
143,p,pdss,0.004434,0.052150,0.019200,59.343750,75.784040,18.0,135.127790
144,d,d,0.002386,0.005600,0.022000,77.855713,29.986326,14.0,107.842039
145,p,pp,0.004022,0.040200,0.019200,16.519043,63.421770,6.0,79.940813
146,s,s,0.023128,0.004900,0.021500,28.517822,49.528351,25.0,78.046173
147,p,ps,0.004022,0.004950,0.018500,52.516846,27.471770,24.0,79.988616
148,d,dp,0.002465,0.084500,0.022000,70.521729,108.964527,22.0,179.486256
149,p,p,0.004020,0.007500,0.019200,91.043945,30.720020,6.0,121.763965
150,s,s,0.023128,0.005600,0.021500,7.515869,50.228351,31.0,57.744220
151,d,ds,0.002343,0.004600,0.020000,21.790039,26.942696,8.0,48.732735
152,d,dds,0.002685,0.003850,0.018500,37.789795,25.035303,9.0,62.825098
153,d,ddds,0.002761,0.053150,0.020000,52.800781,75.910643,11.0,128.711425
154,d,dd,0.002426,0.012100,0.021500,63.325439,36.025904,13.0,99.351343
155,p,p,0.004020,0.004900,0.022000,18.501953,30.920020,16.0,49.421973
156,d,ddddd,0.002619,0.068250,0.019200,31.508301,90.069500,16.0,121.577800
157,d,dp,0.002465,0.006050,0.018500,42.010010,27.014527,20.0,69.024537
158,p,p,0.004020,0.025050,0.022000,63.063232,51.070020,22.0,114.133252
159,s,s,0.023128,0.004750,0.018500,83.062256,46.378351,28.0,129.440607
160,s,ss,0.018821,0.086350,0.022000,7.519287,127.170769,54.0,134.690056
161,d,dp,0.002465,0.015950,0.019200,19.423096,37.614527,12.0,57.037623
162,p,ps,0.004022,0.004700,0.020000,40.470215,28.721770,10.0,69.191985
163,p,pssp,0.004434,0.018750,0.019200,66.665283,42.384040,10.0,109.049323
164,p,pds,0.004022,0.051000,0.022000,93.184326,77.021770,9.0,170.206096
165,d,d,0.002386,0.004600,0.018500,10.745850,25.486326,16.0,36.232176
166,p,pd,0.004022,0.016500,0.020000,36.248291,40.521770,14.0,76.770061
167,d,dp,0.002465,0.012000,0.020000,52.300537,34.464527,4.0,86.765065
168,s,sd,0.018668,0.011100,0.022000,66.293213,51.767773,52.0,118.060986
169,s,s,0.023128,0.005150,0.019200,84.812744,47.478351,46.0,132.291095
170,d,d,0.002386,0.011100,0.020000,10.328369,33.486326,14.0,43.814695
171,d,ds,0.002343,0.004650,0.020000,22.403809,26.992696,24.0,49.396504
172,s,sds,0.018566,0.003900,0.022000,37.422363,44.466086,36.0,81.888450
173,s,ss,0.018821,0.005050,0.022000,52.937988,45.870769,25.0,98.808757
174,p,psds,0.004434,0.051850,0.018500,79.431396,74.784040,21.0,154.215436
175,d,ds,0.002343,0.005050,0.019200,7.997070,26.592696,4.0,34.589766
176,d,dd,0.002426,0.009300,0.021500,24.041504,33.225904,22.0,57.267408
177,d,d,0.002386,0.006400,0.020000,40.152832,28.786326,14.0,68.939158
178,d,dd,0.002426,0.004450,0.019200,55.272705,26.075904,23.0,81.348609
179,s,sdd,0.018511,0.010550,0.019200,67.792725,48.260933,52.0,116.053658
180,p,p,0.004020,0.009850,0.020000,19.530518,33.870020,6.0,53.400538
181,d,dp,0.002465,0.004950,0.021500,37.546387,28.914527,7.0,66.460914
182,p,pd,0.004022,0.017750,0.022000,62.181885,43.771770,15.0,105.953655
183,d,dp,0.002465,0.005700,0.018500,85.212158,26.664527,23.0,111.876686
184,d,ddp,0.002502,0.005250,0.020000,105.785889,27.751721,6.0,133.537609
185,p,pd,0.004022,0.007050,0.022000,19.003174,33.071770,9.0,52.074944
186,s,spd,0.018317,0.012100,0.018500,39.475586,48.917325,56.0,88.392911
187,s,ss,0.018821,0.006200,0.022000,56.645752,47.020769,59.0,103.666521
188,d,d,0.002386,0.004550,0.022000,69.170410,28.936326,20.0,98.106736
189,s,sdss,0.018223,0.012350,0.021500,82.693115,52.072624,47.0,134.765739
190,d,d,0.002386,0.006500,0.021500,12.518066,30.386326,23.0,42.904393
191,p,p,0.004020,0.004700,0.020000,44.927734,28.720020,18.0,73.647754
192,d,dp,0.002465,0.004800,0.019200,65.546387,26.464527,22.0,92.010914
193,d,ddss,0.002785,0.015400,0.022000,80.772705,40.185379,20.0,120.958084
194,s,s,0.023128,0.014800,0.020000,90.773193,57.928351,26.0,148.701544
195,p,p,0.004020,0.005100,0.022000,20.676514,31.120020,8.0,51.796534
196,d,d,0.002386,0.059300,0.019200,38.706543,80.886326,6.0,119.592869
197,d,dp,0.002465,0.007000,0.021500,50.222656,30.964527,20.0,81.187184
198,d,dp,0.002465,0.044800,0.020000,64.550537,67.264527,21.0,131.815065
199,p,p,0.004020,0.008250,0.019200,87.856445,31.470020,23.0,119.326465
200,d,dp,0.002465,0.005000,0.021500,7.627686,28.964527,14.0,36.592213
201,s,sdpd,0.018001,0.054850,0.022000,20.637451,94.850708,27.0,115.488159
202,p,p,0.004020,0.005750,0.019200,43.107910,28.970020,6.0,72.077930
203,s,sp,0.018754,0.004800,0.022000,62.192383,45.553690,27.0,107.746073
204,d,ds,0.002343,0.091550,0.018500,75.698975,112.392696,5.0,188.091670
205,s,ss,0.018821,0.003800,0.021500,9.513428,44.120769,61.0,53.634197
206,s,sss,0.019288,0.004400,0.021500,25.031006,45.188093,54.0,70.219099
207,d,dss,0.002842,0.007050,0.020000,36.037109,29.891765,7.0,65.928875
208,s,sdss,0.018223,0.012200,0.021500,49.548828,51.922624,22.0,101.471452
209,p,ps,0.004022,0.005400,0.018500,70.057861,27.921770,17.0,97.979631
210,p,p,0.004020,0.009550,0.021500,17.511475,35.070020,18.0,52.581495
211,s,sp,0.018754,0.004850,0.021500,41.515869,45.103690,32.0,86.619560
212,d,ds,0.002343,0.005200,0.020000,53.029541,27.542696,14.0,80.572237
213,p,p,0.004020,0.009500,0.020000,77.385498,33.520020,12.0,110.905518
214,d,dp,0.002465,0.005900,0.022000,93.896484,30.364527,13.0,124.261012
215,d,d,0.002386,0.009450,0.021500,8.513916,33.336326,23.0,41.850242
216,s,sds,0.018566,0.017200,0.020000,24.513428,55.766086,35.0,80.279514
217,s,sd,0.018668,0.010650,0.021500,37.519287,50.817773,48.0,88.337060
218,s,sssd,0.017999,0.015250,0.019200,51.290039,52.448568,25.0,103.738607
219,s,sdp,0.018492,0.143650,0.020000,65.551025,182.141971,37.0,247.692996
220,s,ss,0.018821,0.006150,0.021500,8.525879,46.470769,47.0,54.996648
221,s,sss,0.019288,0.036450,0.022000,17.821533,77.738093,22.0,95.559626
222,d,dsss,0.003039,0.071450,0.018500,28.325928,92.988699,22.0,121.314627
223,d,d,0.002386,0.011600,0.018500,38.332764,32.486326,18.0,70.819090
224,d,dddss,0.002314,0.061150,0.021500,49.843262,84.964383,14.0,134.807645
225,s,s,0.023128,0.006050,0.021500,9.997803,50.678351,44.0,60.676154
226,d,d,0.002386,0.011750,0.018500,23.012695,32.636326,4.0,55.649021
227,p,ps,0.004022,0.008600,0.019200,51.082275,31.821770,8.0,82.904045
228,s,sp,0.018754,0.004200,0.019200,66.854004,42.153690,20.0,109.007694
229,d,dsp,0.002685,0.005550,0.022000,81.368164,30.234647,24.0,111.602811
230,p,pds,0.004022,0.004750,0.018500,20.029053,27.271770,7.0,47.300823
231,s,spd,0.018317,0.034500,0.018500,39.058594,71.317325,40.0,110.375919
232,p,p,0.004020,0.017450,0.018500,64.083252,39.970020,8.0,104.053272
233,p,pp,0.004022,0.010650,0.021500,90.607422,36.171770,22.0,126.779192
234,d,dp,0.002465,0.012050,0.021500,109.115479,36.014527,10.0,145.130006
235,p,p,0.004020,0.004850,0.018500,19.006104,27.370020,13.0,46.376124
236,s,spdps,0.016511,0.073950,0.021500,36.519043,111.961001,41.0,148.480044
237,s,s,0.023128,0.011800,0.019200,49.234131,54.128351,45.0,103.362482
238,s,ss,0.018821,0.009150,0.018500,61.252930,46.470769,24.0,107.723699
239,p,p,0.004020,0.004650,0.020000,85.938721,28.670020,14.0,114.608741
240,p,p,0.004020,0.009550,0.019200,19.509277,32.770020,24.0,52.279297
241,p,pp,0.004022,0.006400,0.022000,47.038574,32.421770,20.0,79.460344
242,s,sp,0.018754,0.004900,0.022000,67.719971,45.653690,48.0,113.373661
243,p,psp,0.004022,0.091500,0.022000,91.153076,117.521770,23.0,208.674846
244,s,ss,0.018821,0.051250,0.022000,102.664062,92.070769,59.0,194.734831
245,d,d,0.002386,0.012900,0.020000,8.515137,35.286326,9.0,43.801463
246,d,dspsp,0.002311,0.084250,0.018500,21.544922,105.061463,17.0,126.606385
247,p,pd,0.004022,0.004800,0.022000,40.770996,30.821770,4.0,71.592766
248,p,p,0.004020,0.006650,0.021500,65.993652,32.170020,8.0,98.163672
249,s,sp,0.018754,0.009500,0.018500,85.511475,46.753690,48.0,132.265165
250,s,ss,0.018821,0.004800,0.020000,7.513428,43.620769,47.0,51.134197
251,p,pss,0.004434,0.004900,0.018500,35.246094,27.834040,11.0,63.080134
252,d,dp,0.002465,0.004350,0.018500,54.959717,25.314527,22.0,80.274244
253,d,ddps,0.002746,0.022550,0.021500,67.780762,46.795742,11.0,114.576504
254,s,sd,0.018668,0.003850,0.018500,78.493164,41.017773,46.0,119.510937
255,s,s,0.023128,0.020150,0.020000,11.558594,63.278351,24.0,74.836945
256,s,s,0.023128,0.005200,0.018500,27.732666,46.828351,18.0,74.561017
257,d,ds,0.002343,0.005250,0.020000,39.230225,27.592696,21.0,66.822920
258,s,sds,0.018566,0.011400,0.021500,52.236816,51.466086,53.0,103.702903
259,d,dds,0.002685,0.004200,0.018500,65.242676,25.385303,23.0,90.627979
260,s,sd,0.018668,0.004350,0.022000,7.510010,45.017773,49.0,52.527783
261,d,dssd,0.002931,0.068150,0.019200,19.025391,90.281291,4.0,109.306682
262,p,ps,0.004022,0.005100,0.018500,41.052734,27.621770,11.0,68.674504
263,p,pp,0.004022,0.004400,0.022000,68.460693,30.421770,20.0,98.882463
264,p,p,0.004020,0.004500,0.022000,99.988281,30.520020,12.0,130.508301
265,s,sp,0.018754,0.004100,0.022000,7.997803,44.853690,38.0,52.851493
266,d,dsp,0.002685,0.004550,0.021500,18.993408,28.734647,13.0,47.728056
267,d,dd,0.002426,0.013300,0.020000,35.022949,35.725904,12.0,70.748853
268,p,p,0.004020,0.005500,0.018500,55.536621,28.020020,4.0,83.556641
269,p,p,0.004020,0.005500,0.021500,84.572998,31.020020,9.0,115.593018
270,s,s,0.023128,0.004600,0.019200,7.999023,46.928351,26.0,54.927374
271,p,ps,0.004022,0.004950,0.021500,27.144775,30.471770,7.0,57.616545
272,d,dps,0.002445,0.007100,0.019200,44.661865,28.745037,23.0,73.406902
273,p,p,0.004020,0.006000,0.020000,64.681641,30.020020,9.0,94.701661
274,d,d,0.002386,0.016300,0.019200,80.700684,37.886326,16.0,118.587010
275,s,sd,0.018668,0.009050,0.018500,8.328369,46.217773,49.0,54.546142
276,p,psd,0.004022,0.052000,0.022000,43.041016,78.021770,17.0,121.062786
277,s,s,0.023128,0.004200,0.020000,69.093994,47.328351,35.0,116.422345
278,p,ps,0.004022,0.015050,0.019200,107.159912,38.271770,9.0,145.431682
279,s,s,0.023128,0.008400,0.022000,133.675537,53.528351,64.0,187.203888
280,s,sps,0.018360,0.049900,0.019200,7.513184,87.460251,55.0,94.973435
281,d,d,0.002386,0.010100,0.019200,20.519287,31.686326,10.0,52.205613
282,s,ss,0.018821,0.004950,0.020000,33.040283,43.770769,36.0,76.811052
283,d,dsp,0.002685,0.024300,0.018500,47.553223,45.484647,21.0,93.037870
284,p,ps,0.004022,0.005150,0.021500,74.446289,30.671770,8.0,105.118059
285,s,s,0.023128,0.012100,0.021500,9.010742,56.728351,41.0,65.739093
286,d,ds,0.002343,0.054950,0.022000,21.009766,79.292696,18.0,100.302461
287,s,s,0.023128,0.004900,0.019200,35.520264,47.228351,31.0,82.748615
288,s,ssds,0.018930,0.015950,0.019200,48.033936,54.080221,64.0,102.114156
289,s,sssds,0.018544,0.013300,0.018500,63.545410,50.344472,25.0,113.889882
290,s,sss,0.019288,0.008200,0.019200,7.509521,46.688093,17.0,54.197614
291,d,dsss,0.003039,0.006200,0.018500,18.720459,27.738699,9.0,46.459158
292,s,s,0.023128,0.004650,0.021500,30.232666,49.278351,42.0,79.511017
293,p,ps,0.004022,0.012000,0.020000,56.289551,36.021770,14.0,92.311321
294,p,p,0.004020,0.004400,0.018500,82.802002,26.920020,16.0,109.722022
295,p,p,0.004020,0.003900,0.021500,19.548828,29.420020,12.0,48.968848
296,s,s,0.023128,0.035550,0.019200,38.549805,77.878351,63.0,116.428156
297,d,dpps,0.002723,0.128600,0.020000,51.556396,151.323033,5.0,202.879429
298,p,p,0.004020,0.004800,0.021500,70.091309,30.320020,12.0,100.411329
299,s,sps,0.018360,0.020900,0.021500,90.181152,60.760251,61.0,150.941403
300,s,s,0.023128,0.004550,0.022000,10.601318,49.678351,55.0,60.279669
301,d,ds,0.002343,0.006950,0.019200,22.599609,28.492696,5.0,51.092305
302,s,sds,0.018566,0.054600,0.020000,36.388184,93.166086,38.0,129.554270
303,d,dd,0.002426,0.027450,0.021500,46.388428,51.375904,18.0,97.764331
304,s,sds,0.018566,0.023000,0.022000,62.395508,63.566086,35.0,125.961594
305,s,s,0.023128,0.006400,0.018500,7.005371,48.028351,53.0,55.033722
306,s,ss,0.018821,0.005200,0.018500,21.515137,42.520769,58.0,64.035906
307,d,dss,0.002842,0.005500,0.022000,36.028564,30.341765,13.0,66.370330
308,d,ddss,0.002785,0.006000,0.019200,48.033447,27.985379,6.0,76.018827
309,s,sdds,0.018154,0.006700,0.020000,59.543701,44.853743,62.0,104.397444
310,d,ds,0.002343,0.010800,0.020000,7.507080,33.142696,10.0,40.649776
311,d,dd,0.002426,0.031850,0.022000,23.093506,56.275904,23.0,79.369410
312,d,ddd,0.002493,0.006750,0.020000,36.102295,29.243138,10.0,65.345433
313,d,dds,0.002685,0.116750,0.019200,48.793945,138.635303,20.0,187.429248
314,p,p,0.004020,0.004650,0.020000,70.357422,28.670020,20.0,99.027442
315,d,d,0.002386,0.005300,0.021500,8.012695,29.186326,5.0,37.199021
316,p,p,0.004020,0.005300,0.020000,57.537598,29.320020,9.0,86.857618
317,p,p,0.004020,0.004550,0.022000,89.579834,30.570020,6.0,120.149854
318,d,dp,0.002465,0.003850,0.019200,113.723389,25.514527,17.0,139.237916
319,d,dp,0.002465,0.020700,0.021500,126.278076,44.664527,8.0,170.942604
320,d,dd,0.002426,0.005850,0.020000,6.999756,28.275904,4.0,35.275660
321,d,dd,0.002426,0.004900,0.021500,19.511230,28.825904,24.0,48.337134
322,s,sdd,0.018511,0.004150,0.021500,34.517334,44.160933,52.0,78.678267
323,p,ps,0.004022,0.004500,0.018500,60.539307,27.021770,10.0,87.561077
324,d,dp,0.002465,0.004900,0.019200,86.057129,26.564527,8.0,112.621656
325,p,ppd,0.004022,0.097900,0.022000,23.235840,123.921770,18.0,147.157610
326,d,dd,0.002426,0.011450,0.018500,40.240234,32.375904,12.0,72.616138
327,s,sdd,0.018511,0.015550,0.021500,52.709229,55.560933,48.0,108.270162
328,d,d,0.002386,0.004750,0.018500,71.040527,25.636326,8.0,96.676854
329,d,dd,0.002426,0.004300,0.022000,82.556152,28.725904,14.0,111.282056
330,d,d,0.002386,0.011650,0.021500,13.006836,35.536326,13.0,48.543162
331,d,d,0.002386,0.005750,0.018500,25.167725,26.636326,21.0,51.804051
332,p,pd,0.004022,0.005100,0.022000,49.882568,31.121770,15.0,81.004338
333,s,sp,0.018754,0.004850,0.020000,67.088623,43.603690,62.0,110.692314
334,s,ss,0.018821,0.005150,0.021500,83.633789,45.470769,37.0,129.104558
335,p,pss,0.004434,0.081450,0.021500,18.029053,107.384040,14.0,125.413093
336,d,dpss,0.002761,0.036300,0.021500,31.423584,60.560643,18.0,91.984227
337,s,sdpss,0.016156,0.061950,0.019200,42.457031,97.306097,45.0,139.763129
338,p,p,0.004020,0.004400,0.018500,67.368896,26.920020,22.0,94.288916
